Collab_ID,Brand_ID,Creator_ID,Campaign_Start,Campaign_End,Budget_Spent,Impressions,Clicks,CTR,Conversions,CVR,is_success
CB_00509,BR_00041,CR_YT_212,2024-08-19,2024-09-18,1800000,338642,16661,4.92,234,1.41,N
CB_00510,BR_00057,CR_YT_136,2024-04-04,2024-06-03,1500000,372197,15222,4.09,354,2.33,Y
CB_00511,BR_00081,CR_TK_052,2024-06-23,2024-07-07,29600000,7655,124,1.62,3,2.49,Y
CB_00512,BR_00090,CR_YT_223,2024-12-21,2025-01-20,11400000,26984,814,3.02,27,3.4,Y
CB_00513,BR_00035,CR_YT_047,2025-06-09,2025-07-09,2400000,138059,1560,1.13,14,0.9,N
CB_00514,BR_00085,CR_TK_024,2024-07-09,2024-09-07,10600000,6332,157,2.49,2,1.82,N
CB_00515,BR_00076,CR_TK_162,2024-02-04,2024-03-05,16400000,1196934,53622,4.48,284,0.53,N
CB_00516,BR_00054,CR_YT_244,2024-12-08,2025-01-07,1300000,2949,137,4.65,2,1.57,N
CB_00517,BR_00060,CR_YT_280,2024-07-09,2024-07-23,400000,521501,17574,3.37,514,2.93,N
CB_00518,BR_00094,CR_YT_205,2025-04-29,2025-05-29,48200000,72648,1707,2.35,48,2.87,Y
CB_00519,BR_00039,CR_YT_021,2024-08-27,2024-11-25,1000000,65162,1355,2.08,34,2.52,Y
CB_00520,BR_00076,CR_YT_015,2024-06-16,2024-09-14,7900000,177526,6018,3.39,176,2.94,Y
CB_00521,BR_00068,CR_YT_102,2025-08-04,2025-09-03,5300000,44104,2134,4.84,83,3.9,Y
CB_00522,BR_00040,CR_TK_106,2024-05-24,2024-06-23,2600000,1779,17,1.0,0,1.02,N
CB_00523,BR_00023,CR_YT_155,2024-11-10,2024-11-24,1600000,4545,124,2.75,3,3.03,Y
CB_00524,BR_00020,CR_TK_051,2025-07-22,2025-08-21,800000,79375,1111,1.4,26,2.42,Y
CB_00525,BR_00051,CR_TK_058,2024-08-05,2024-10-04,3200000,1699,64,3.82,2,3.17,Y
CB_00526,BR_00013,CR_YT_199,2024-05-11,2024-06-10,3400000,1039637,42521,4.09,1547,3.64,Y
CB_00527,BR_00087,CR_TK_074,2025-03-10,2025-06-08,17700000,15056,444,2.95,13,3.09,Y
CB_00528,BR_00076,CR_YT_014,2024-08-15,2024-11-13,8100000,131661,3225,2.45,72,2.26,Y
CB_00529,BR_00001,CR_TK_013,2025-09-05,2025-11-04,1500000,3694,57,1.55,0,1.16,N
CB_00530,BR_00028,CR_YT_155,2025-03-21,2025-04-04,2000000,3848,103,2.7,1,1.5,N
CB_00531,BR_00050,CR_TK_046,2025-05-07,2025-05-21,1200000,16962,291,1.72,5,1.89,N
CB_00532,BR_00067,CR_TK_128,2024-04-18,2024-06-17,14300000,9898,388,3.93,10,2.8,Y
CB_00533,BR_00052,CR_TK_112,2024-01-13,2024-02-12,2200000,14578,370,2.54,7,2.09,N
CB_00534,BR_00063,CR_TK_035,2025-02-15,2025-04-16,17200000,560625,11380,2.03,309,2.72,Y
CB_00535,BR_00078,CR_TK_114,2025-04-06,2025-07-05,14200000,2532,59,2.34,1,2.37,Y
CB_00536,BR_00047,CR_YT_058,2024-07-02,2024-08-31,3800000,26247,971,3.7,10,1.03,N
CB_00537,BR_00044,CR_TK_186,2025-08-27,2025-09-26,1500000,12805,500,3.91,10,2.09,Y
CB_00538,BR_00007,CR_YT_238,2024-10-15,2024-10-29,1400000,9407,232,2.47,8,3.61,Y
CB_00539,BR_00088,CR_YT_190,2024-09-15,2024-11-14,8200000,734780,31448,4.28,754,2.4,N
CB_00540,BR_00023,CR_YT_151,2024-12-31,2025-03-01,1100000,4812,170,3.54,4,2.59,Y
CB_00542,BR_00094,CR_YT_075,2025-10-10,2025-12-09,62900000,547383,26767,4.89,778,2.91,Y
CB_00543,BR_00032,CR_TK_171,2025-06-20,2025-09-18,1000000,75731,1885,2.49,19,1.01,Y
CB_00544,BR_00093,CR_TK_027,2024-04-13,2024-06-12,49600000,2829035,66482,2.35,1814,2.73,Y
CB_00545,BR_00039,CR_YT_217,2025-02-14,2025-02-28,1200000,1036759,40329,3.89,1250,3.1,Y
CB_00546,BR_00011,CR_TK_129,2025-03-19,2025-04-02,3400000,33537,1670,4.98,44,2.65,Y
CB_00547,BR_00070,CR_TK_138,2024-09-06,2024-09-20,8700000,17755,717,4.04,14,2.03,Y
CB_00548,BR_00096,CR_TK_053,2024-07-09,2024-08-08,38900000,567967,14710,2.59,166,1.13,N
CB_00549,BR_00037,CR_YT_140,2024-01-06,2024-03-06,2100000,985323,35767,3.63,522,1.46,N
CB_00550,BR_00060,CR_TK_007,2025-10-12,2025-11-11,200000,50722,1947,3.84,24,1.27,N
CB_00551,BR_00079,CR_YT_148,2025-09-15,2025-11-14,6700000,139892,3245,2.32,60,1.86,N
CB_00552,BR_00072,CR_YT_007,2024-12-17,2025-01-16,11000000,687683,11071,1.61,386,3.49,Y
CB_00553,BR_00064,CR_YT_108,2025-06-29,2025-07-29,19600000,14565,164,1.13,5,3.48,Y
CB_00554,BR_00011,CR_TK_024,2025-05-13,2025-08-11,4000000,3316,132,3.99,3,2.35,Y
CB_00555,BR_00039,CR_YT_150,2024-11-18,2025-01-17,2400000,167917,5877,3.5,63,1.08,Y
CB_00556,BR_00046,CR_YT_290,2025-03-17,2025-05-16,3700000,46483,2273,4.89,55,2.45,Y
CB_00557,BR_00063,CR_YT_121,2025-01-19,2025-04-19,7200000,56436,2483,4.4,20,0.84,N
CB_00558,BR_00028,CR_YT_109,2024-04-23,2024-07-22,1800000,347156,14129,4.07,558,3.95,Y
CB_00559,BR_00052,CR_YT_282,2025-02-22,2025-03-24,3600000,47307,1608,3.4,26,1.62,N
CB_00560,BR_00047,CR_TK_023,2024-04-18,2024-05-18,3700000,1004317,19082,1.9,364,1.91,N
CB_00561,BR_00097,CR_YT_238,2024-10-20,2024-12-19,16500000,13166,342,2.6,1,0.51,N
CB_00562,BR_00043,CR_TK_091,2025-04-20,2025-05-20,1800000,1329,44,3.32,0,1.96,Y
CB_00563,BR_00054,CR_YT_211,2024-07-12,2024-07-26,1300000,480,16,3.48,0,4.0,Y
CB_00564,BR_00077,CR_YT_293,2025-02-22,2025-03-08,17100000,96552,3166,3.28,68,2.15,Y
CB_00565,BR_00048,CR_YT_012,2025-09-07,2025-11-06,2500000,6109,268,4.4,2,1.06,N
CB_00566,BR_00048,CR_TK_071,2024-09-02,2024-10-02,2200000,5101,91,1.8,0,0.96,N
CB_00567,BR_00009,CR_TK_158,2024-02-01,2024-03-02,900000,6673,248,3.73,5,2.05,Y
CB_00568,BR_00031,CR_TK_108,2024-06-30,2024-08-29,2600000,63532,2172,3.42,36,1.66,Y
CB_00569,BR_00021,CR_YT_126,2025-04-18,2025-05-02,1000000,22861,848,3.71,29,3.53,Y
CB_00570,BR_00061,CR_TK_142,2025-01-29,2025-02-12,14700000,13858,627,4.53,14,2.38,Y
CB_00571,BR_00092,CR_TK_098,2025-09-13,2025-12-12,63900000,11010,474,4.31,3,0.71,N
CB_00572,BR_00051,CR_TK_125,2024-02-10,2024-03-11,2300000,1649,58,3.52,1,2.04,Y
CB_00573,BR_00016,CR_YT_054,2024-05-29,2024-06-28,1400000,7473,311,4.17,9,3.03,Y
CB_00574,BR_00047,CR_YT_212,2024-12-13,2025-01-12,5500000,640133,11778,1.84,98,0.84,N
CB_00575,BR_00083,CR_TK_056,2024-03-16,2024-05-15,8500000,3132,62,1.98,0,1.41,Y
CB_00576,BR_00038,CR_TK_053,2025-03-31,2025-04-30,2900000,1287173,42090,3.27,1085,2.58,Y
CB_00577,BR_00098,CR_YT_072,2024-05-31,2024-08-29,37400000,105570,2618,2.48,46,1.77,Y
CB_00578,BR_00038,CR_YT_158,2024-06-11,2024-09-09,2500000,3852,106,2.76,1,1.53,N
CB_00579,BR_00096,CR_TK_113,2024-05-11,2024-06-10,43900000,870716,17675,2.03,229,1.3,N
CB_00580,BR_00028,CR_YT_299,2024-11-06,2024-12-06,2700000,58328,2263,3.88,70,3.11,Y
CB_00581,BR_00067,CR_YT_208,2025-05-03,2025-08-01,15400000,37345,1336,3.58,34,2.55,Y
CB_00582,BR_00065,CR_YT_161,2025-06-19,2025-07-19,9300000,2047630,73509,3.59,2609,3.55,Y
CB_00583,BR_00062,CR_YT_090,2025-05-10,2025-07-09,7600000,88387,2094,2.37,33,1.58,Y
CB_00584,BR_00029,CR_YT_077,2024-10-11,2025-01-09,1100000,576,20,3.6,0,1.75,Y
CB_00585,BR_00059,CR_YT_292,2025-10-15,2025-10-29,1700000,19777,816,4.13,19,2.33,N
CB_00586,BR_00030,CR_TK_080,2024-07-26,2024-08-25,1000000,229620,3214,1.4,53,1.65,Y
CB_00587,BR_00009,CR_YT_139,2025-07-20,2025-10-18,1200000,39550,522,1.32,17,3.29,Y
CB_00588,BR_00058,CR_YT_291,2025-06-19,2025-07-19,2000000,2797,48,1.73,1,3.78,Y
CB_00589,BR_00032,CR_YT_117,2025-04-12,2025-05-12,500000,22255,714,3.21,5,0.82,N
CB_00590,BR_00025,CR_TK_076,2024-03-06,2024-04-05,600000,505129,9647,1.91,245,2.55,Y
CB_00591,BR_00075,CR_YT_245,2025-04-20,2025-05-04,22000000,1672,38,2.28,1,2.72,Y
CB_00592,BR_00026,CR_YT_245,2024-04-29,2024-06-28,1000000,892,28,3.17,0,1.25,N
CB_00593,BR_00063,CR_YT_154,2025-08-05,2025-08-19,14200000,43460,630,1.45,22,3.6,Y
CB_00594,BR_00100,CR_TK_030,2024-07-18,2024-10-16,70500000,2624771,74281,2.83,371,0.5,N
CB_00595,BR_00097,CR_YT_209,2025-09-07,2025-10-07,27900000,28135,852,3.03,19,2.3,N
CB_00596,BR_00083,CR_YT_154,2024-09-27,2024-12-26,4000000,24341,791,3.25,12,1.58,Y
CB_00597,BR_00057,CR_YT_058,2024-07-05,2024-09-03,800000,41917,1274,3.04,28,2.24,Y
CB_00598,BR_00023,CR_YT_034,2025-03-18,2025-04-17,1300000,71248,1688,2.37,48,2.9,Y
CB_00599,BR_00024,CR_YT_100,2024-04-21,2024-05-21,800000,914997,20861,2.28,492,2.36,N
CB_00600,BR_00014,CR_TK_051,2024-11-03,2025-02-01,1200000,143962,3311,2.3,38,1.17,N
CB_00601,BR_00051,CR_TK_103,2024-06-24,2024-07-24,3000000,4698,226,4.83,8,3.93,Y
CB_00602,BR_00084,CR_TK_005,2025-03-02,2025-04-01,8200000,3196797,151528,4.74,5182,3.42,Y
CB_00603,BR_00048,CR_YT_075,2024-11-09,2024-12-09,3000000,954669,21575,2.26,340,1.58,Y
CB_00604,BR_00098,CR_YT_214,2024-01-06,2024-03-06,23400000,50279,1799,3.58,17,0.99,N
CB_00605,BR_00059,CR_TK_093,2024-10-07,2024-10-21,1700000,37795,1379,3.65,19,1.4,N
CB_00606,BR_00048,CR_YT_013,2024-11-25,2025-01-24,3100000,125017,4050,3.24,48,1.2,N
CB_00607,BR_00028,CR_TK_017,2025-05-30,2025-07-29,3500000,4187,82,1.97,1,1.64,N
CB_00608,BR_00062,CR_TK_183,2025-08-30,2025-10-29,28000000,176655,7278,4.12,136,1.87,Y
CB_00609,BR_00091,CR_YT_250,2024-09-12,2024-10-12,88600000,5180,64,1.24,0,0.7,N
CB_00610,BR_00044,CR_YT_142,2025-07-04,2025-08-03,2200000,125876,3637,2.89,130,3.58,Y
CB_00611,BR_00010,CR_YT_167,2025-02-27,2025-03-29,5100000,19914,657,3.3,16,2.47,N
CB_00612,BR_00057,CR_YT_126,2024-12-01,2025-03-01,2000000,51425,1661,3.23,55,3.36,Y
CB_00613,BR_00089,CR_YT_012,2024-05-23,2024-06-06,25100000,5357,212,3.96,8,3.85,Y
CB_00614,BR_00047,CR_TK_164,2025-04-01,2025-05-01,2300000,114110,3240,2.84,54,1.67,N
CB_00615,BR_00087,CR_TK_198,2024-09-22,2024-10-22,22900000,1164,18,1.56,0,2.75,Y
CB_00616,BR_00055,CR_YT_203,2025-05-13,2025-05-27,4600000,1426,70,4.96,1,1.81,Y
CB_00617,BR_00073,CR_YT_224,2024-02-02,2024-05-02,8800000,1094,34,3.16,0,1.49,N
CB_00618,BR_00043,CR_TK_025,2024-03-09,2024-03-23,1600000,103778,4275,4.12,100,2.36,Y
CB_00619,BR_00066,CR_TK_134,2024-03-30,2024-06-28,14000000,9157,455,4.97,14,3.13,Y
CB_00620,BR_00099,CR_TK_051,2025-03-17,2025-04-16,62300000,171365,8533,4.98,87,1.03,N
CB_00621,BR_00043,CR_YT_038,2024-07-05,2024-10-03,1200000,2223541,83827,3.77,2824,3.37,Y
CB_00622,BR_00056,CR_TK_156,2024-01-22,2024-03-22,1300000,3666,158,4.31,0,0.57,N
CB_00623,BR_00029,CR_YT_166,2025-03-13,2025-04-12,600000,29613,1095,3.7,17,1.64,Y
CB_00624,BR_00059,CR_TK_035,2024-07-24,2024-10-22,1800000,988438,38153,3.86,961,2.52,N
CB_00625,BR_00025,CR_TK_096,2024-05-31,2024-06-30,500000,193949,6070,3.13,231,3.81,Y
CB_00626,BR_00006,CR_TK_100,2024-05-10,2024-08-08,2300000,17942,803,4.48,30,3.75,Y
CB_00627,BR_00085,CR_YT_107,2024-07-25,2024-08-24,11200000,10602,204,1.93,7,3.72,Y
CB_00628,BR_00099,CR_YT_182,2024-01-28,2024-02-27,94500000,12048,179,1.49,6,3.82,Y
CB_00629,BR_00004,CR_YT_228,2024-08-01,2024-09-30,400000,17725,317,1.79,10,3.2,Y
CB_00630,BR_00076,CR_TK_118,2024-05-07,2024-05-21,20600000,14821,490,3.31,11,2.31,Y
CB_00631,BR_00021,CR_TK_088,2024-08-02,2024-08-16,3800000,374552,9101,2.43,362,3.98,Y
CB_00632,BR_00054,CR_YT_098,2024-08-03,2024-08-17,1500000,49424,998,2.02,8,0.89,N
CB_00633,BR_00059,CR_YT_009,2024-01-08,2024-03-08,1600000,153611,6804,4.43,118,1.74,N
CB_00634,BR_00040,CR_TK_129,2024-03-07,2024-05-06,4300000,36148,694,1.92,20,2.95,Y
CB_00635,BR_00084,CR_TK_030,2025-02-03,2025-04-04,5100000,3471038,136064,3.92,4952,3.64,Y
CB_00636,BR_00006,CR_YT_073,2024-09-11,2024-10-11,3000000,52774,854,1.62,25,2.93,N
CB_00637,BR_00098,CR_YT_020,2024-03-03,2024-06-01,68300000,151794,5525,3.64,99,1.8,Y
CB_00639,BR_00086,CR_YT_093,2025-01-08,2025-01-22,22500000,185114,3369,1.82,64,1.91,N
CB_00640,BR_00034,CR_TK_019,2024-11-24,2024-12-08,3000000,69679,3177,4.56,19,0.62,N
CB_00641,BR_00019,CR_TK_168,2025-02-21,2025-03-07,2800000,62675,2438,3.89,26,1.09,N
CB_00642,BR_00013,CR_YT_008,2024-12-23,2025-01-22,1300000,50387,730,1.45,15,2.16,Y
CB_00643,BR_00054,CR_TK_139,2025-07-03,2025-09-01,600000,4803,170,3.55,2,1.59,N
CB_00644,BR_00061,CR_TK_161,2024-09-20,2024-10-20,8600000,1192,57,4.83,1,2.84,Y
CB_00645,BR_00013,CR_YT_245,2025-05-19,2025-08-17,1600000,921,13,1.52,0,3.8,Y
CB_00646,BR_00011,CR_TK_081,2024-04-07,2024-06-06,1900000,15077,301,2.0,4,1.38,N
CB_00647,BR_00094,CR_TK_038,2024-11-04,2024-12-04,85900000,33160,1114,3.36,25,2.31,Y
CB_00648,BR_00035,CR_TK_090,2024-05-14,2024-06-13,3100000,40945,1359,3.32,51,3.77,Y
CB_00649,BR_00005,CR_TK_083,2025-01-29,2025-02-12,4400000,2422968,25683,1.06,698,2.72,Y
CB_00650,BR_00031,CR_YT_083,2025-02-10,2025-03-12,1100000,118829,5264,4.43,61,1.16,Y
CB_00651,BR_00074,CR_YT_208,2025-04-07,2025-05-07,7000000,18980,523,2.76,16,3.11,Y
CB_00652,BR_00084,CR_TK_094,2025-06-10,2025-07-10,9800000,1304,26,2.02,0,3.32,Y
CB_00653,BR_00063,CR_TK_096,2025-07-16,2025-09-14,15500000,386415,9158,2.37,212,2.32,N
CB_00654,BR_00009,CR_TK_101,2025-01-09,2025-03-10,1000000,203924,3058,1.5,39,1.29,N
CB_00655,BR_00059,CR_TK_125,2024-04-23,2024-05-07,1300000,904,40,4.49,0,1.57,N
CB_00656,BR_00056,CR_YT_284,2024-03-25,2024-06-23,700000,89106,4045,4.54,92,2.29,Y
CB_00657,BR_00019,CR_TK_131,2024-08-15,2024-08-29,1700000,109017,3379,3.1,109,3.23,Y
CB_00658,BR_00073,CR_TK_141,2025-06-27,2025-09-25,2800000,1994,63,3.16,1,2.93,N
CB_00659,BR_00068,CR_YT_086,2025-01-18,2025-02-17,4900000,22963,812,3.54,21,2.66,Y
CB_00660,BR_00097,CR_TK_067,2024-06-04,2024-09-02,43000000,2034,90,4.43,1,1.47,N
CB_00661,BR_00052,CR_YT_152,2025-02-03,2025-05-04,4300000,3379,96,2.87,0,0.98,N
CB_00662,BR_00039,CR_YT_001,2024-03-17,2024-04-16,2400000,17716,325,1.84,9,3.07,Y
CB_00663,BR_00077,CR_TK_192,2024-03-09,2024-03-23,28200000,434606,12690,2.92,134,1.06,N
CB_00664,BR_00032,CR_YT_201,2024-06-12,2024-08-11,900000,414111,17972,4.34,134,0.75,N
CB_00665,BR_00036,CR_YT_072,2025-02-15,2025-03-01,2100000,161271,5950,3.69,72,1.22,N
CB_00666,BR_00019,CR_TK_045,2024-10-09,2024-11-08,1100000,11770,263,2.24,2,0.86,N
CB_00667,BR_00081,CR_TK_007,2025-04-27,2025-05-27,22900000,56119,841,1.5,26,3.1,Y
CB_00668,BR_00059,CR_YT_079,2024-03-13,2024-04-12,1700000,7567856,87787,1.16,3011,3.43,N
CB_00669,BR_00033,CR_YT_058,2025-10-03,2025-12-02,3300000,19639,754,3.84,26,3.53,Y
CB_00670,BR_00063,CR_TK_089,2024-10-25,2024-11-24,13300000,8056,316,3.93,12,3.86,Y
CB_00671,BR_00047,CR_YT_124,2025-05-21,2025-07-20,3300000,6911,308,4.46,4,1.48,N
CB_00672,BR_00093,CR_TK_076,2024-10-09,2024-11-08,57100000,759821,27885,3.67,384,1.38,N
CB_00673,BR_00046,CR_YT_043,2024-01-14,2024-01-28,2900000,814205,27194,3.34,345,1.27,N
CB_00674,BR_00056,CR_TK_041,2024-09-29,2024-10-13,1900000,94806,2796,2.95,73,2.62,Y
CB_00675,BR_00073,CR_YT_193,2025-09-13,2025-12-12,8800000,28212,330,1.17,2,0.88,N
CB_00676,BR_00083,CR_TK_189,2024-04-10,2024-07-09,3000000,71319,1390,1.95,35,2.53,Y
CB_00677,BR_00091,CR_TK_163,2025-09-10,2025-11-09,77100000,3264,37,1.16,1,2.76,Y
CB_00678,BR_00057,CR_TK_137,2025-04-16,2025-07-15,2700000,7686,199,2.59,6,3.32,Y
CB_00679,BR_00096,CR_TK_099,2025-03-18,2025-04-01,25600000,633,22,3.52,0,1.65,Y
CB_00681,BR_00045,CR_YT_181,2024-09-11,2024-10-11,3400000,305965,8658,2.83,343,3.97,Y
CB_00682,BR_00034,CR_TK_094,2024-06-13,2024-07-13,2400000,1276,45,3.59,1,3.09,Y
CB_00683,BR_00097,CR_YT_179,2024-06-25,2024-08-24,40200000,765562,26565,3.47,820,3.09,Y
CB_00684,BR_00030,CR_YT_163,2024-11-09,2024-11-23,1200000,535500,14030,2.62,376,2.68,Y
CB_00685,BR_00082,CR_YT_096,2025-01-26,2025-02-25,11300000,30445,730,2.4,24,3.32,Y
CB_00687,BR_00090,CR_TK_029,2025-07-27,2025-08-26,23100000,2965,76,2.59,2,2.93,Y
CB_00688,BR_00026,CR_YT_048,2024-04-02,2024-07-01,2900000,153679,6777,4.41,68,1.01,N
CB_00689,BR_00044,CR_YT_273,2024-12-28,2025-02-26,1300000,15318,670,4.38,20,3.08,Y
CB_00690,BR_00038,CR_TK_015,2025-08-06,2025-08-20,1700000,2539,109,4.3,1,1.36,N
CB_00691,BR_00020,CR_TK_042,2024-10-07,2024-10-21,1900000,34801,1715,4.93,23,1.36,N
CB_00692,BR_00029,CR_YT_226,2025-10-25,2025-11-24,500000,26238,1275,4.86,44,3.5,Y
CB_00693,BR_00062,CR_TK_130,2025-03-25,2025-05-24,19400000,9674,171,1.77,1,1.15,Y
CB_00694,BR_00067,CR_YT_298,2025-02-13,2025-05-14,15300000,83921,3348,3.99,99,2.97,Y
CB_00695,BR_00047,CR_TK_112,2024-09-26,2024-11-25,3100000,19116,908,4.75,14,1.62,N
CB_00696,BR_00046,CR_YT_040,2024-05-17,2024-06-16,3300000,1981,39,1.99,0,2.38,Y
CB_00697,BR_00017,CR_YT_050,2025-06-03,2025-08-02,500000,1863,80,4.31,1,1.3,N
CB_00698,BR_00045,CR_TK_068,2025-10-22,2026-01-20,5000000,399,8,2.08,0,3.43,Y
CB_00699,BR_00059,CR_TK_017,2025-03-24,2025-05-23,1300000,3881,193,4.98,1,0.58,N
CB_00700,BR_00058,CR_YT_287,2025-10-27,2025-11-10,4200000,1000369,38314,3.83,275,0.72,N
CB_00701,BR_00046,CR_YT_034,2024-10-09,2025-01-07,1600000,73092,811,1.11,21,2.59,Y
CB_00702,BR_00056,CR_TK_061,2024-05-16,2024-07-15,800000,639,20,3.15,0,2.86,Y
CB_00703,BR_00043,CR_YT_120,2025-08-06,2025-11-04,2300000,42087,1329,3.16,38,2.88,Y
CB_00704,BR_00041,CR_TK_142,2024-01-07,2024-04-06,1100000,11887,398,3.35,12,3.21,Y
CB_00705,BR_00010,CR_TK_015,2024-03-06,2024-06-04,3200000,2307,41,1.78,1,3.93,Y
CB_00706,BR_00100,CR_TK_089,2024-07-02,2024-08-01,22500000,20162,788,3.91,13,1.66,N
CB_00707,BR_00013,CR_TK_185,2025-02-17,2025-05-18,3200000,71914,3034,4.22,55,1.83,Y
CB_00708,BR_00061,CR_YT_071,2024-12-17,2025-01-16,5600000,4994,191,3.83,6,3.58,Y
CB_00709,BR_00064,CR_YT_047,2024-07-07,2024-08-06,14300000,102591,5067,4.94,137,2.72,Y
CB_00710,BR_00044,CR_YT_232,2024-04-06,2024-07-05,1600000,1764,21,1.24,0,2.45,Y
CB_00711,BR_00088,CR_YT_192,2024-04-07,2024-05-07,4100000,4004114,42043,1.05,689,1.64,N
CB_00712,BR_00040,CR_YT_015,2025-08-04,2025-11-02,2400000,124304,2100,1.69,57,2.73,Y
CB_00713,BR_00064,CR_YT_094,2025-07-02,2025-08-01,25400000,1655500,61750,3.73,642,1.04,Y
CB_00714,BR_00048,CR_YT_294,2024-06-30,2024-08-29,2900000,34755,594,1.71,6,1.02,N
CB_00715,BR_00057,CR_YT_016,2025-09-29,2025-10-13,2900000,1965,81,4.17,0,0.92,N
CB_00716,BR_00040,CR_TK_179,2024-10-25,2024-11-08,2300000,19328,593,3.07,21,3.65,Y
CB_00717,BR_00064,CR_YT_099,2025-09-09,2025-10-09,25900000,900,42,4.75,1,3.75,Y
CB_00718,BR_00071,CR_TK_126,2025-02-02,2025-04-03,5900000,138380,1743,1.26,23,1.36,N
CB_00719,BR_00019,CR_YT_123,2025-05-17,2025-06-16,3700000,117390,1443,1.23,56,3.94,Y
CB_00720,BR_00062,CR_TK_116,2025-08-28,2025-09-11,25700000,93,3,3.62,0,3.69,Y
CB_00721,BR_00073,CR_YT_295,2025-06-28,2025-09-26,5300000,218415,3931,1.8,63,1.62,N
CB_00722,BR_00058,CR_TK_091,2024-07-21,2024-08-20,4400000,2096,57,2.74,0,0.79,N
CB_00723,BR_00004,CR_YT_252,2024-04-16,2024-05-16,1000000,22152,491,2.22,19,3.97,Y
CB_00724,BR_00099,CR_YT_148,2024-02-26,2024-05-26,90900000,83359,1133,1.36,41,3.62,Y
CB_00725,BR_00096,CR_TK_161,2025-08-07,2025-11-05,23600000,925,11,1.19,0,0.6,N
CB_00726,BR_00039,CR_YT_198,2024-07-11,2024-08-10,3000000,36635,1575,4.3,56,3.56,Y
CB_00727,BR_00095,CR_YT_261,2025-06-20,2025-07-20,58000000,2823,33,1.18,0,1.25,N
CB_00728,BR_00059,CR_TK_187,2024-07-09,2024-08-08,1500000,23822,431,1.81,5,1.22,N
CB_00729,BR_00082,CR_TK_014,2024-01-16,2024-01-30,23700000,33498,1259,3.76,47,3.74,Y
CB_00730,BR_00001,CR_TK_164,2024-09-03,2024-10-03,1500000,177157,7635,4.31,137,1.8,Y
CB_00731,BR_00052,CR_YT_023,2024-06-08,2024-07-08,3100000,14092,286,2.03,10,3.73,Y
CB_00732,BR_00088,CR_YT_293,2025-10-03,2025-11-02,6600000,180805,7141,3.95,103,1.45,N
CB_00733,BR_00089,CR_YT_006,2025-03-01,2025-04-30,14800000,195082,3433,1.76,110,3.23,Y
CB_00734,BR_00033,CR_TK_008,2024-01-11,2024-03-11,1600000,262162,3984,1.52,115,2.91,Y
CB_00735,BR_00010,CR_TK_027,2024-04-27,2024-05-11,2100000,2984660,37905,1.27,902,2.38,N
CB_00736,BR_00022,CR_TK_184,2024-09-19,2024-11-18,2100000,1741,76,4.42,1,1.42,Y
CB_00737,BR_00098,CR_YT_062,2025-02-08,2025-03-10,77200000,9205,275,2.99,2,0.94,N
CB_00738,BR_00005,CR_YT_241,2025-05-05,2025-05-19,1700000,990528,25258,2.55,199,0.79,N
CB_00739,BR_00089,CR_TK_113,2024-03-10,2024-04-09,16100000,551011,21764,3.95,446,2.05,Y
CB_00740,BR_00099,CR_YT_022,2025-05-30,2025-06-29,86000000,189307,2233,1.18,12,0.55,N
CB_00741,BR_00020,CR_YT_175,2024-09-13,2024-10-13,1500000,10483,375,3.58,7,1.87,Y
CB_00742,BR_00020,CR_TK_185,2024-10-25,2025-01-23,900000,40721,724,1.78,20,2.8,Y
CB_00743,BR_00057,CR_YT_013,2025-03-27,2025-04-10,2600000,168346,3619,2.15,38,1.06,N
CB_00744,BR_00071,CR_TK_194,2024-11-21,2024-12-05,2000000,31114,955,3.07,5,0.56,N
CB_00745,BR_00093,CR_YT_087,2024-11-25,2024-12-25,21800000,63362,2369,3.74,12,0.52,N
CB_00746,BR_00001,CR_YT_289,2024-02-29,2024-04-29,1300000,4407,83,1.9,2,2.7,Y
CB_00747,BR_00073,CR_YT_280,2024-03-16,2024-03-30,7200000,662621,31474,4.75,868,2.76,N
CB_00748,BR_00037,CR_TK_052,2025-09-22,2025-11-21,3100000,8835,329,3.73,8,2.64,Y
CB_00749,BR_00045,CR_TK_026,2025-04-10,2025-06-09,5400000,1055,33,3.15,0,1.76,N
CB_00750,BR_00019,CR_YT_147,2025-10-14,2025-11-13,4200000,23225,471,2.03,4,1.06,N
CB_00751,BR_00095,CR_YT_011,2025-03-18,2025-04-17,32900000,9606,368,3.84,8,2.4,N
CB_00752,BR_00030,CR_YT_206,2024-05-08,2024-06-07,500000,768966,34834,4.53,734,2.11,Y
CB_00753,BR_00058,CR_YT_228,2025-02-01,2025-04-02,2400000,15531,403,2.6,12,3.03,Y
CB_00754,BR_00027,CR_YT_126,2024-08-10,2024-09-09,2200000,64486,2527,3.92,81,3.24,Y
CB_00755,BR_00047,CR_TK_161,2025-04-19,2025-07-18,5300000,1489,37,2.5,0,1.57,N
CB_00756,BR_00051,CR_YT_073,2025-04-26,2025-05-10,2800000,81374,3759,4.62,144,3.85,Y
CB_00757,BR_00080,CR_YT_212,2024-02-22,2024-03-23,14100000,516843,8424,1.63,155,1.85,N
CB_00758,BR_00067,CR_YT_222,2024-07-03,2024-09-01,4500000,14702,480,3.27,5,1.1,N
CB_00759,BR_00096,CR_TK_049,2025-07-30,2025-08-29,45400000,1935,81,4.2,0,1.03,N
CB_00760,BR_00041,CR_YT_240,2024-09-08,2024-10-08,3300000,25128,864,3.44,27,3.17,Y
