Rating_ID,Collab_ID,Brand_ID,Creator_ID,Score,Review_Text,Rated_At
RT_00492,CB_00492,BR_00084,CR_YT_179,4.6,"전환율 기대 이상, 강력 추천",2024-07-27
RT_00493,CB_00493,BR_00055,CR_YT_110,3.9,"참여율 양호, 다음 캠페인 고려 중",2026-01-02
RT_00494,CB_00494,BR_00096,CR_YT_006,3.3,타깃 일치도 보통,2024-09-29
RT_00495,CB_00495,BR_00048,CR_TK_169,4.9,"브랜드 톤 완벽 일치, 콘텐츠 퀄리티 탁월",2024-12-25
RT_00496,CB_00496,BR_00062,CR_YT_204,3.7,"전반적 만족, 일정 준수 양호",2024-03-20
RT_00497,CB_00497,BR_00092,CR_TK_175,3.3,타깃 일치도 보통,2025-08-01
RT_00498,CB_00498,BR_00097,CR_YT_280,4.3,"콘텐츠 퀄리티 준수, 소통 원활",2024-05-03
RT_00499,CB_00499,BR_00023,CR_TK_146,5.0,"브랜드 톤 완벽 일치, 콘텐츠 퀄리티 탁월",2024-06-05
RT_00500,CB_00500,BR_00008,CR_YT_161,3.4,기대 대비 전환 소폭 미흡,2024-07-17
RT_00501,CB_00501,BR_00043,CR_TK_129,4.4,"콘텐츠 퀄리티 준수, 소통 원활",2025-01-02
RT_00502,CB_00502,BR_00086,CR_YT_207,5.0,"전환율 기대 이상, 강력 추천",2025-03-19
RT_00503,CB_00503,BR_00011,CR_YT_089,4.2,"전반적 만족, 일정 준수 양호",2025-04-26
RT_00504,CB_00504,BR_00096,CR_TK_132,4.1,"참여율 양호, 다음 캠페인 고려 중",2024-02-12
RT_00505,CB_00505,BR_00090,CR_YT_045,3.8,"콘텐츠 퀄리티 준수, 소통 원활",2025-10-09
RT_00506,CB_00506,BR_00041,CR_TK_003,4.2,"콘텐츠 퀄리티 준수, 소통 원활",2025-10-20
RT_00507,CB_00507,BR_00011,CR_TK_150,3.5,"전반적 만족, 일정 준수 양호",2024-10-14
RT_00508,CB_00508,BR_00097,CR_TK_078,4.0,"콘텐츠 퀄리티 준수, 소통 원활",2024-06-19
RT_00509,CB_00509,BR_00041,CR_YT_212,5.0,"전환율 기대 이상, 강력 추천",2024-09-26
RT_00510,CB_00510,BR_00057,CR_YT_136,3.2,기대 대비 전환 소폭 미흡,2024-06-14
RT_00511,CB_00511,BR_00081,CR_TK_052,4.6,"브랜드 톤 완벽 일치, 콘텐츠 퀄리티 탁월",2024-07-16
RT_00512,CB_00512,BR_00090,CR_YT_223,3.2,일정 지연 있었으나 결과물 양호,2025-02-01
RT_00513,CB_00513,BR_00035,CR_YT_047,3.7,"콘텐츠 퀄리티 준수, 소통 원활",2025-07-15
RT_00514,CB_00514,BR_00085,CR_TK_024,4.0,"전반적 만족, 일정 준수 양호",2024-09-20
RT_00515,CB_00515,BR_00076,CR_TK_162,4.0,"콘텐츠 퀄리티 준수, 소통 원활",2024-03-12
RT_00516,CB_00516,BR_00054,CR_YT_244,4.2,"전반적 만족, 일정 준수 양호",2025-01-13
RT_00517,CB_00517,BR_00060,CR_YT_280,4.4,"콘텐츠 퀄리티 준수, 소통 원활",2024-07-27
RT_00518,CB_00518,BR_00094,CR_YT_205,4.5,"타깃 참여율 우수, 재협업 의향 있음",2025-06-05
RT_00519,CB_00519,BR_00039,CR_YT_021,3.4,타깃 일치도 보통,2024-12-03
RT_00520,CB_00520,BR_00076,CR_YT_015,3.1,일정 지연 있었으나 결과물 양호,2024-09-28
RT_00521,CB_00521,BR_00068,CR_YT_102,5.0,"전환율 기대 이상, 강력 추천",2025-09-08
RT_00522,CB_00522,BR_00040,CR_TK_106,3.6,"참여율 양호, 다음 캠페인 고려 중",2024-07-02
RT_00523,CB_00523,BR_00023,CR_YT_155,3.2,타깃 일치도 보통,2024-11-29
RT_00524,CB_00524,BR_00020,CR_TK_051,4.1,"콘텐츠 퀄리티 준수, 소통 원활",2025-08-27
RT_00525,CB_00525,BR_00051,CR_TK_058,4.1,"전반적 만족, 일정 준수 양호",2024-10-12
RT_00526,CB_00526,BR_00013,CR_YT_199,3.8,"콘텐츠 퀄리티 준수, 소통 원활",2024-06-18
RT_00527,CB_00527,BR_00087,CR_TK_074,2.6,타깃 일치도 보통,2025-06-12
RT_00528,CB_00528,BR_00076,CR_YT_014,3.7,"참여율 양호, 다음 캠페인 고려 중",2024-11-21
RT_00529,CB_00529,BR_00001,CR_TK_013,4.4,"콘텐츠 퀄리티 준수, 소통 원활",2025-11-14
RT_00530,CB_00530,BR_00028,CR_YT_155,3.8,"참여율 양호, 다음 캠페인 고려 중",2025-04-15
RT_00531,CB_00531,BR_00050,CR_TK_046,4.3,"콘텐츠 퀄리티 준수, 소통 원활",2025-05-29
RT_00532,CB_00532,BR_00067,CR_TK_128,4.2,"콘텐츠 퀄리티 준수, 소통 원활",2024-06-24
RT_00533,CB_00533,BR_00052,CR_TK_112,3.8,"전반적 만족, 일정 준수 양호",2024-02-15
RT_00534,CB_00534,BR_00063,CR_TK_035,3.7,"콘텐츠 퀄리티 준수, 소통 원활",2025-04-28
RT_00535,CB_00535,BR_00078,CR_TK_114,2.5,타깃 일치도 보통,2025-07-16
RT_00536,CB_00536,BR_00047,CR_YT_058,4.3,"전반적 만족, 일정 준수 양호",2024-09-04
RT_00537,CB_00537,BR_00044,CR_TK_186,3.5,"콘텐츠 퀄리티 준수, 소통 원활",2025-10-06
RT_00538,CB_00538,BR_00007,CR_YT_238,4.3,"전반적 만족, 일정 준수 양호",2024-11-09
RT_00539,CB_00539,BR_00088,CR_YT_190,4.7,"전환율 기대 이상, 강력 추천",2024-11-26
RT_00540,CB_00540,BR_00023,CR_YT_151,3.8,"전반적 만족, 일정 준수 양호",2025-03-05
RT_00542,CB_00542,BR_00094,CR_YT_075,4.3,"참여율 양호, 다음 캠페인 고려 중",2025-12-16
RT_00543,CB_00543,BR_00032,CR_TK_171,3.0,일정 지연 있었으나 결과물 양호,2025-09-26
RT_00544,CB_00544,BR_00093,CR_TK_027,3.4,기대 대비 전환 소폭 미흡,2024-06-26
RT_00545,CB_00545,BR_00039,CR_YT_217,3.1,타깃 일치도 보통,2025-03-06
RT_00546,CB_00546,BR_00011,CR_TK_129,4.7,"전환율 기대 이상, 강력 추천",2025-04-16
RT_00547,CB_00547,BR_00070,CR_TK_138,4.3,"콘텐츠 퀄리티 준수, 소통 원활",2024-09-24
RT_00548,CB_00548,BR_00096,CR_TK_053,3.9,"참여율 양호, 다음 캠페인 고려 중",2024-08-18
RT_00549,CB_00549,BR_00037,CR_YT_140,5.0,"타깃 참여율 우수, 재협업 의향 있음",2024-03-09
RT_00550,CB_00550,BR_00060,CR_TK_007,5.0,"전환율 기대 이상, 강력 추천",2025-11-16
RT_00551,CB_00551,BR_00079,CR_YT_148,4.3,"콘텐츠 퀄리티 준수, 소통 원활",2025-11-18
RT_00552,CB_00552,BR_00072,CR_YT_007,3.8,"전반적 만족, 일정 준수 양호",2025-01-19
RT_00553,CB_00553,BR_00064,CR_YT_108,4.5,"타깃 참여율 우수, 재협업 의향 있음",2025-08-08
RT_00554,CB_00554,BR_00011,CR_TK_024,3.6,"콘텐츠 퀄리티 준수, 소통 원활",2025-08-15
RT_00555,CB_00555,BR_00039,CR_YT_150,3.3,타깃 일치도 보통,2025-01-27
RT_00556,CB_00556,BR_00046,CR_YT_290,4.0,"콘텐츠 퀄리티 준수, 소통 원활",2025-05-30
RT_00557,CB_00557,BR_00063,CR_YT_121,4.9,"전환율 기대 이상, 강력 추천",2025-04-22
RT_00558,CB_00558,BR_00028,CR_YT_109,3.6,"전반적 만족, 일정 준수 양호",2024-07-28
RT_00559,CB_00559,BR_00052,CR_YT_282,3.8,"콘텐츠 퀄리티 준수, 소통 원활",2025-04-04
RT_00560,CB_00560,BR_00047,CR_TK_023,3.8,"참여율 양호, 다음 캠페인 고려 중",2024-05-27
RT_00561,CB_00561,BR_00097,CR_YT_238,4.3,"전반적 만족, 일정 준수 양호",2024-12-27
RT_00562,CB_00562,BR_00043,CR_TK_091,4.3,"참여율 양호, 다음 캠페인 고려 중",2025-05-29
RT_00563,CB_00563,BR_00054,CR_YT_211,3.8,"참여율 양호, 다음 캠페인 고려 중",2024-08-07
RT_00564,CB_00564,BR_00077,CR_YT_293,3.9,"참여율 양호, 다음 캠페인 고려 중",2025-03-19
RT_00565,CB_00565,BR_00048,CR_YT_012,2.7,일정 지연 있었으나 결과물 양호,2025-11-11
RT_00566,CB_00566,BR_00048,CR_TK_071,4.0,"콘텐츠 퀄리티 준수, 소통 원활",2024-10-10
RT_00567,CB_00567,BR_00009,CR_TK_158,4.9,"브랜드 톤 완벽 일치, 콘텐츠 퀄리티 탁월",2024-03-15
RT_00568,CB_00568,BR_00031,CR_TK_108,3.5,"콘텐츠 퀄리티 준수, 소통 원활",2024-09-06
RT_00569,CB_00569,BR_00021,CR_YT_126,4.0,"참여율 양호, 다음 캠페인 고려 중",2025-05-10
RT_00570,CB_00570,BR_00061,CR_TK_142,5.0,"전환율 기대 이상, 강력 추천",2025-02-26
RT_00571,CB_00571,BR_00092,CR_TK_098,3.3,일정 지연 있었으나 결과물 양호,2025-12-17
RT_00572,CB_00572,BR_00051,CR_TK_125,3.8,"참여율 양호, 다음 캠페인 고려 중",2024-03-23
RT_00573,CB_00573,BR_00016,CR_YT_054,4.3,"전반적 만족, 일정 준수 양호",2024-07-12
RT_00574,CB_00574,BR_00047,CR_YT_212,4.7,"전환율 기대 이상, 강력 추천",2025-01-15
RT_00575,CB_00575,BR_00083,CR_TK_056,3.7,"전반적 만족, 일정 준수 양호",2024-05-18
RT_00576,CB_00576,BR_00038,CR_TK_053,3.5,"참여율 양호, 다음 캠페인 고려 중",2025-05-08
RT_00577,CB_00577,BR_00098,CR_YT_072,4.3,"콘텐츠 퀄리티 준수, 소통 원활",2024-09-11
RT_00578,CB_00578,BR_00038,CR_YT_158,5.0,"타깃 참여율 우수, 재협업 의향 있음",2024-09-15
RT_00579,CB_00579,BR_00096,CR_TK_113,3.1,기대 대비 전환 소폭 미흡,2024-06-18
RT_00580,CB_00580,BR_00028,CR_YT_299,5.0,"타깃 참여율 우수, 재협업 의향 있음",2024-12-12
RT_00581,CB_00581,BR_00067,CR_YT_208,3.9,"참여율 양호, 다음 캠페인 고려 중",2025-08-11
RT_00582,CB_00582,BR_00065,CR_YT_161,2.4,"타깃 불일치, 전환율 저조",2025-08-01
RT_00583,CB_00583,BR_00062,CR_YT_090,4.3,"콘텐츠 퀄리티 준수, 소통 원활",2025-07-23
RT_00584,CB_00584,BR_00029,CR_YT_077,3.2,기대 대비 전환 소폭 미흡,2025-01-16
RT_00585,CB_00585,BR_00059,CR_YT_292,3.1,타깃 일치도 보통,2025-11-09
RT_00586,CB_00586,BR_00030,CR_TK_080,4.2,"참여율 양호, 다음 캠페인 고려 중",2024-09-06
RT_00587,CB_00587,BR_00009,CR_YT_139,3.9,"콘텐츠 퀄리티 준수, 소통 원활",2025-10-28
RT_00588,CB_00588,BR_00058,CR_YT_291,3.2,타깃 일치도 보통,2025-07-25
RT_00589,CB_00589,BR_00032,CR_YT_117,3.5,"콘텐츠 퀄리티 준수, 소통 원활",2025-05-22
RT_00590,CB_00590,BR_00025,CR_TK_076,4.0,"참여율 양호, 다음 캠페인 고려 중",2024-04-18
RT_00591,CB_00591,BR_00075,CR_YT_245,3.5,"콘텐츠 퀄리티 준수, 소통 원활",2025-05-07
RT_00592,CB_00592,BR_00026,CR_YT_245,3.1,타깃 일치도 보통,2024-07-12
RT_00593,CB_00593,BR_00063,CR_YT_154,4.6,"전환율 기대 이상, 강력 추천",2025-08-26
RT_00594,CB_00594,BR_00100,CR_TK_030,3.9,"전반적 만족, 일정 준수 양호",2024-10-27
RT_00595,CB_00595,BR_00097,CR_YT_209,3.1,기대 대비 전환 소폭 미흡,2025-10-21
RT_00596,CB_00596,BR_00083,CR_YT_154,4.3,"전반적 만족, 일정 준수 양호",2025-01-09
RT_00597,CB_00597,BR_00057,CR_YT_058,3.2,기대 대비 전환 소폭 미흡,2024-09-08
RT_00598,CB_00598,BR_00023,CR_YT_034,1.8,"타깃 불일치, 전환율 저조",2025-04-30
RT_00599,CB_00599,BR_00024,CR_YT_100,3.1,일정 지연 있었으나 결과물 양호,2024-06-02
RT_00600,CB_00600,BR_00014,CR_TK_051,3.6,"참여율 양호, 다음 캠페인 고려 중",2025-02-15
RT_00601,CB_00601,BR_00051,CR_TK_103,3.6,"전반적 만족, 일정 준수 양호",2024-08-04
RT_00602,CB_00602,BR_00084,CR_TK_005,3.8,"참여율 양호, 다음 캠페인 고려 중",2025-04-11
RT_00603,CB_00603,BR_00048,CR_YT_075,4.1,"콘텐츠 퀄리티 준수, 소통 원활",2024-12-20
RT_00604,CB_00604,BR_00098,CR_YT_214,3.9,"전반적 만족, 일정 준수 양호",2024-03-17
RT_00605,CB_00605,BR_00059,CR_TK_093,3.6,"참여율 양호, 다음 캠페인 고려 중",2024-10-30
RT_00606,CB_00606,BR_00048,CR_YT_013,3.7,"전반적 만족, 일정 준수 양호",2025-02-06
RT_00607,CB_00607,BR_00028,CR_TK_017,4.1,"전반적 만족, 일정 준수 양호",2025-08-06
RT_00608,CB_00608,BR_00062,CR_TK_183,3.4,일정 지연 있었으나 결과물 양호,2025-11-05
RT_00609,CB_00609,BR_00091,CR_YT_250,4.7,"전환율 기대 이상, 강력 추천",2024-10-23
RT_00610,CB_00610,BR_00044,CR_YT_142,4.5,"전환율 기대 이상, 강력 추천",2025-08-08
RT_00611,CB_00611,BR_00010,CR_YT_167,3.6,"콘텐츠 퀄리티 준수, 소통 원활",2025-04-01
RT_00612,CB_00612,BR_00057,CR_YT_126,3.4,타깃 일치도 보통,2025-03-05
RT_00613,CB_00613,BR_00089,CR_YT_012,2.8,타깃 일치도 보통,2024-06-20
RT_00614,CB_00614,BR_00047,CR_TK_164,4.1,"콘텐츠 퀄리티 준수, 소통 원활",2025-05-12
RT_00615,CB_00615,BR_00087,CR_TK_198,3.1,기대 대비 전환 소폭 미흡,2024-10-31
RT_00616,CB_00616,BR_00055,CR_YT_203,2.0,"타깃 불일치, 전환율 저조",2025-06-10
RT_00617,CB_00617,BR_00073,CR_YT_224,3.7,"전반적 만족, 일정 준수 양호",2024-05-15
RT_00618,CB_00618,BR_00043,CR_TK_025,4.0,"전반적 만족, 일정 준수 양호",2024-04-02
RT_00619,CB_00619,BR_00066,CR_TK_134,4.7,"타깃 참여율 우수, 재협업 의향 있음",2024-07-08
RT_00620,CB_00620,BR_00099,CR_TK_051,4.7,"브랜드 톤 완벽 일치, 콘텐츠 퀄리티 탁월",2025-04-22
RT_00621,CB_00621,BR_00043,CR_YT_038,5.0,"브랜드 톤 완벽 일치, 콘텐츠 퀄리티 탁월",2024-10-15
RT_00622,CB_00622,BR_00056,CR_TK_156,4.7,"타깃 참여율 우수, 재협업 의향 있음",2024-03-30
RT_00623,CB_00623,BR_00029,CR_YT_166,3.4,기대 대비 전환 소폭 미흡,2025-04-24
RT_00624,CB_00624,BR_00059,CR_TK_035,4.9,"브랜드 톤 완벽 일치, 콘텐츠 퀄리티 탁월",2024-10-28
RT_00625,CB_00625,BR_00025,CR_TK_096,4.4,"전반적 만족, 일정 준수 양호",2024-07-04
RT_00626,CB_00626,BR_00006,CR_TK_100,4.2,"참여율 양호, 다음 캠페인 고려 중",2024-08-21
RT_00627,CB_00627,BR_00085,CR_YT_107,4.7,"타깃 참여율 우수, 재협업 의향 있음",2024-09-06
RT_00628,CB_00628,BR_00099,CR_YT_182,4.0,"콘텐츠 퀄리티 준수, 소통 원활",2024-03-09
RT_00629,CB_00629,BR_00004,CR_YT_228,3.3,기대 대비 전환 소폭 미흡,2024-10-08
RT_00630,CB_00630,BR_00076,CR_TK_118,3.9,"콘텐츠 퀄리티 준수, 소통 원활",2024-05-27
RT_00631,CB_00631,BR_00021,CR_TK_088,4.9,"브랜드 톤 완벽 일치, 콘텐츠 퀄리티 탁월",2024-08-22
RT_00632,CB_00632,BR_00054,CR_YT_098,3.7,"참여율 양호, 다음 캠페인 고려 중",2024-08-24
RT_00633,CB_00633,BR_00059,CR_YT_009,2.5,일정 지연 있었으나 결과물 양호,2024-03-22
RT_00634,CB_00634,BR_00040,CR_TK_129,4.4,"콘텐츠 퀄리티 준수, 소통 원활",2024-05-20
RT_00635,CB_00635,BR_00084,CR_TK_030,5.0,"타깃 참여율 우수, 재협업 의향 있음",2025-04-09
RT_00636,CB_00636,BR_00006,CR_YT_073,4.2,"참여율 양호, 다음 캠페인 고려 중",2024-10-17
RT_00637,CB_00637,BR_00098,CR_YT_020,5.0,"브랜드 톤 완벽 일치, 콘텐츠 퀄리티 탁월",2024-06-09
RT_00639,CB_00639,BR_00086,CR_YT_093,4.2,"참여율 양호, 다음 캠페인 고려 중",2025-02-03
RT_00640,CB_00640,BR_00034,CR_TK_019,4.3,"전반적 만족, 일정 준수 양호",2024-12-13
RT_00641,CB_00641,BR_00019,CR_TK_168,4.2,"콘텐츠 퀄리티 준수, 소통 원활",2025-03-19
RT_00642,CB_00642,BR_00013,CR_YT_008,3.1,기대 대비 전환 소폭 미흡,2025-02-03
RT_00643,CB_00643,BR_00054,CR_TK_139,3.8,"전반적 만족, 일정 준수 양호",2025-09-06
RT_00644,CB_00644,BR_00061,CR_TK_161,3.3,기대 대비 전환 소폭 미흡,2024-11-02
RT_00645,CB_00645,BR_00013,CR_YT_245,4.3,"참여율 양호, 다음 캠페인 고려 중",2025-08-28
RT_00646,CB_00646,BR_00011,CR_TK_081,4.8,"브랜드 톤 완벽 일치, 콘텐츠 퀄리티 탁월",2024-06-10
RT_00647,CB_00647,BR_00094,CR_TK_038,3.3,타깃 일치도 보통,2024-12-12
RT_00648,CB_00648,BR_00035,CR_TK_090,2.9,타깃 일치도 보통,2024-06-24
RT_00649,CB_00649,BR_00005,CR_TK_083,3.7,"전반적 만족, 일정 준수 양호",2025-02-15
RT_00650,CB_00650,BR_00031,CR_YT_083,4.7,"타깃 참여율 우수, 재협업 의향 있음",2025-03-17
RT_00651,CB_00651,BR_00074,CR_YT_208,5.0,"전환율 기대 이상, 강력 추천",2025-05-21
RT_00652,CB_00652,BR_00084,CR_TK_094,4.3,"전반적 만족, 일정 준수 양호",2025-07-21
RT_00653,CB_00653,BR_00063,CR_TK_096,3.6,"전반적 만족, 일정 준수 양호",2025-09-17
RT_00654,CB_00654,BR_00009,CR_TK_101,3.9,"콘텐츠 퀄리티 준수, 소통 원활",2025-03-20
RT_00655,CB_00655,BR_00059,CR_TK_125,4.0,"콘텐츠 퀄리티 준수, 소통 원활",2024-05-17
RT_00656,CB_00656,BR_00056,CR_YT_284,3.7,"콘텐츠 퀄리티 준수, 소통 원활",2024-07-05
RT_00657,CB_00657,BR_00019,CR_TK_131,3.9,"콘텐츠 퀄리티 준수, 소통 원활",2024-09-04
RT_00658,CB_00658,BR_00073,CR_TK_141,4.6,"브랜드 톤 완벽 일치, 콘텐츠 퀄리티 탁월",2025-10-09
RT_00659,CB_00659,BR_00068,CR_YT_086,4.8,"브랜드 톤 완벽 일치, 콘텐츠 퀄리티 탁월",2025-02-28
RT_00660,CB_00660,BR_00097,CR_TK_067,3.8,"전반적 만족, 일정 준수 양호",2024-09-15
RT_00661,CB_00661,BR_00052,CR_YT_152,4.3,"전반적 만족, 일정 준수 양호",2025-05-07
RT_00662,CB_00662,BR_00039,CR_YT_001,4.4,"참여율 양호, 다음 캠페인 고려 중",2024-04-23
RT_00663,CB_00663,BR_00077,CR_TK_192,4.1,"참여율 양호, 다음 캠페인 고려 중",2024-04-05
RT_00664,CB_00664,BR_00032,CR_YT_201,3.6,"콘텐츠 퀄리티 준수, 소통 원활",2024-08-23
RT_00665,CB_00665,BR_00036,CR_YT_072,3.8,"참여율 양호, 다음 캠페인 고려 중",2025-03-05
RT_00666,CB_00666,BR_00019,CR_TK_045,4.3,"전반적 만족, 일정 준수 양호",2024-11-14
RT_00667,CB_00667,BR_00081,CR_TK_007,5.0,"브랜드 톤 완벽 일치, 콘텐츠 퀄리티 탁월",2025-05-31
RT_00668,CB_00668,BR_00059,CR_YT_079,3.1,기대 대비 전환 소폭 미흡,2024-04-25
RT_00669,CB_00669,BR_00033,CR_YT_058,3.9,"콘텐츠 퀄리티 준수, 소통 원활",2025-12-14
RT_00670,CB_00670,BR_00063,CR_TK_089,4.4,"콘텐츠 퀄리티 준수, 소통 원활",2024-11-27
RT_00671,CB_00671,BR_00047,CR_YT_124,3.1,기대 대비 전환 소폭 미흡,2025-07-30
RT_00672,CB_00672,BR_00093,CR_TK_076,3.3,타깃 일치도 보통,2024-11-19
RT_00673,CB_00673,BR_00046,CR_YT_043,4.2,"콘텐츠 퀄리티 준수, 소통 원활",2024-02-03
RT_00674,CB_00674,BR_00056,CR_TK_041,4.0,"콘텐츠 퀄리티 준수, 소통 원활",2024-10-22
RT_00675,CB_00675,BR_00073,CR_YT_193,4.6,"타깃 참여율 우수, 재협업 의향 있음",2025-12-18
RT_00676,CB_00676,BR_00083,CR_TK_189,4.8,"전환율 기대 이상, 강력 추천",2024-07-13
RT_00677,CB_00677,BR_00091,CR_TK_163,4.8,"타깃 참여율 우수, 재협업 의향 있음",2025-11-14
RT_00678,CB_00678,BR_00057,CR_TK_137,2.6,타깃 일치도 보통,2025-07-20
RT_00679,CB_00679,BR_00096,CR_TK_099,4.8,"타깃 참여율 우수, 재협업 의향 있음",2025-04-07
RT_00681,CB_00681,BR_00045,CR_YT_181,4.8,"전환율 기대 이상, 강력 추천",2024-10-21
RT_00682,CB_00682,BR_00034,CR_TK_094,4.2,"전반적 만족, 일정 준수 양호",2024-07-16
RT_00683,CB_00683,BR_00097,CR_YT_179,3.2,타깃 일치도 보통,2024-09-06
RT_00684,CB_00684,BR_00030,CR_YT_163,3.1,기대 대비 전환 소폭 미흡,2024-12-02
RT_00685,CB_00685,BR_00082,CR_YT_096,3.9,"전반적 만족, 일정 준수 양호",2025-03-02
RT_00687,CB_00687,BR_00090,CR_TK_029,4.0,"전반적 만족, 일정 준수 양호",2025-09-09
RT_00688,CB_00688,BR_00026,CR_YT_048,2.9,타깃 일치도 보통,2024-07-12
RT_00689,CB_00689,BR_00044,CR_YT_273,4.2,"전반적 만족, 일정 준수 양호",2025-03-04
RT_00690,CB_00690,BR_00038,CR_TK_015,4.8,"브랜드 톤 완벽 일치, 콘텐츠 퀄리티 탁월",2025-09-03
RT_00691,CB_00691,BR_00020,CR_TK_042,3.8,"참여율 양호, 다음 캠페인 고려 중",2024-11-02
RT_00692,CB_00692,BR_00029,CR_YT_226,3.1,일정 지연 있었으나 결과물 양호,2025-12-02
RT_00693,CB_00693,BR_00062,CR_TK_130,3.2,기대 대비 전환 소폭 미흡,2025-06-06
RT_00694,CB_00694,BR_00067,CR_YT_298,3.6,"콘텐츠 퀄리티 준수, 소통 원활",2025-05-27
RT_00695,CB_00695,BR_00047,CR_TK_112,3.7,"콘텐츠 퀄리티 준수, 소통 원활",2024-11-29
RT_00696,CB_00696,BR_00046,CR_YT_040,3.9,"참여율 양호, 다음 캠페인 고려 중",2024-06-21
RT_00697,CB_00697,BR_00017,CR_YT_050,2.6,일정 지연 있었으나 결과물 양호,2025-08-05
RT_00698,CB_00698,BR_00045,CR_TK_068,4.0,"콘텐츠 퀄리티 준수, 소통 원활",2026-01-29
RT_00699,CB_00699,BR_00059,CR_TK_017,4.4,"전반적 만족, 일정 준수 양호",2025-05-31
RT_00700,CB_00700,BR_00058,CR_YT_287,5.0,"브랜드 톤 완벽 일치, 콘텐츠 퀄리티 탁월",2025-11-23
RT_00701,CB_00701,BR_00046,CR_YT_034,2.0,"타깃 불일치, 전환율 저조",2025-01-12
RT_00702,CB_00702,BR_00056,CR_TK_061,4.5,"전환율 기대 이상, 강력 추천",2024-07-20
RT_00703,CB_00703,BR_00043,CR_YT_120,3.6,"콘텐츠 퀄리티 준수, 소통 원활",2025-11-10
RT_00704,CB_00704,BR_00041,CR_TK_142,5.0,"전환율 기대 이상, 강력 추천",2024-04-14
RT_00705,CB_00705,BR_00010,CR_TK_015,4.5,"타깃 참여율 우수, 재협업 의향 있음",2024-06-18
RT_00706,CB_00706,BR_00100,CR_TK_089,4.3,"전반적 만족, 일정 준수 양호",2024-08-07
RT_00707,CB_00707,BR_00013,CR_TK_185,4.1,"콘텐츠 퀄리티 준수, 소통 원활",2025-05-30
RT_00708,CB_00708,BR_00061,CR_YT_071,3.6,"콘텐츠 퀄리티 준수, 소통 원활",2025-01-28
RT_00709,CB_00709,BR_00064,CR_YT_047,4.0,"전반적 만족, 일정 준수 양호",2024-08-10
RT_00710,CB_00710,BR_00044,CR_YT_232,3.3,일정 지연 있었으나 결과물 양호,2024-07-09
RT_00711,CB_00711,BR_00088,CR_YT_192,2.8,기대 대비 전환 소폭 미흡,2024-05-16
RT_00712,CB_00712,BR_00040,CR_YT_015,4.3,"콘텐츠 퀄리티 준수, 소통 원활",2025-11-10
RT_00713,CB_00713,BR_00064,CR_YT_094,4.4,"참여율 양호, 다음 캠페인 고려 중",2025-08-08
RT_00714,CB_00714,BR_00048,CR_YT_294,4.5,"타깃 참여율 우수, 재협업 의향 있음",2024-09-04
RT_00715,CB_00715,BR_00057,CR_YT_016,5.0,"전환율 기대 이상, 강력 추천",2025-10-17
RT_00716,CB_00716,BR_00040,CR_TK_179,4.4,"전반적 만족, 일정 준수 양호",2024-11-11
RT_00717,CB_00717,BR_00064,CR_YT_099,3.4,일정 지연 있었으나 결과물 양호,2025-10-12
RT_00718,CB_00718,BR_00071,CR_TK_126,3.9,"참여율 양호, 다음 캠페인 고려 중",2025-04-15
RT_00719,CB_00719,BR_00019,CR_YT_123,3.9,"전반적 만족, 일정 준수 양호",2025-06-27
RT_00720,CB_00720,BR_00062,CR_TK_116,2.9,기대 대비 전환 소폭 미흡,2025-09-16
RT_00721,CB_00721,BR_00073,CR_YT_295,3.9,"전반적 만족, 일정 준수 양호",2025-10-06
RT_00722,CB_00722,BR_00058,CR_TK_091,4.5,"타깃 참여율 우수, 재협업 의향 있음",2024-08-29
RT_00723,CB_00723,BR_00004,CR_YT_252,2.8,타깃 일치도 보통,2024-05-19
RT_00724,CB_00724,BR_00099,CR_YT_148,3.9,"전반적 만족, 일정 준수 양호",2024-05-31
RT_00725,CB_00725,BR_00096,CR_TK_161,4.6,"브랜드 톤 완벽 일치, 콘텐츠 퀄리티 탁월",2025-11-18
RT_00726,CB_00726,BR_00039,CR_YT_198,3.9,"전반적 만족, 일정 준수 양호",2024-08-18
RT_00727,CB_00727,BR_00095,CR_YT_261,3.6,"전반적 만족, 일정 준수 양호",2025-08-02
RT_00728,CB_00728,BR_00059,CR_TK_187,3.1,기대 대비 전환 소폭 미흡,2024-08-14
RT_00729,CB_00729,BR_00082,CR_TK_014,3.9,"참여율 양호, 다음 캠페인 고려 중",2024-02-02
RT_00730,CB_00730,BR_00001,CR_TK_164,3.8,"전반적 만족, 일정 준수 양호",2024-10-06
RT_00731,CB_00731,BR_00052,CR_YT_023,3.5,"참여율 양호, 다음 캠페인 고려 중",2024-07-18
RT_00732,CB_00732,BR_00088,CR_YT_293,4.0,"콘텐츠 퀄리티 준수, 소통 원활",2025-11-12
RT_00733,CB_00733,BR_00089,CR_YT_006,3.6,"참여율 양호, 다음 캠페인 고려 중",2025-05-12
RT_00734,CB_00734,BR_00033,CR_TK_008,4.1,"참여율 양호, 다음 캠페인 고려 중",2024-03-23
RT_00735,CB_00735,BR_00010,CR_TK_027,4.2,"참여율 양호, 다음 캠페인 고려 중",2024-05-19
RT_00736,CB_00736,BR_00022,CR_TK_184,3.9,"전반적 만족, 일정 준수 양호",2024-11-24
RT_00737,CB_00737,BR_00098,CR_YT_062,3.6,"전반적 만족, 일정 준수 양호",2025-03-15
