Creator_ID,Channel_Name,Handle,Platform,Category,Content_Type,Country,Followers,Avg_Views,Monthly_Views,Engagement_Rate,Nox_Score,Target_Age,Target_Gender,Estimated_CPM,Upload_Per_Month,Views_Trend_6M,Last_Upload_Date,Controversy_Flag,Ad_Content_Ratio,Risk_Score,Creator_Tier,Collab_Type_Pref,Created_At
CR_YT_247,피트니스코치247,@yt_피트니스코치247,YouTube,여행,숙박리뷰,Korea,911117,160770,964620,6.13,4.3,25-44,Mixed,2200.0,20,유지,2026-04-12,없음,30,4.4,마이크로,PPL,2025-05-23
CR_YT_248,뷰티퀸248,@yt_뷰티퀸248,YouTube,엔터테인먼트,커버댄스,Korea,1836403,1098158,4392632,10.76,4.3,13-24,Mixed,5500.0,1,하락,2025-11-02,없음,19,2.8,매크로,챌린지,2025-05-23
CR_YT_249,홈쿡249,@yt_홈쿡249,YouTube,테크,팁강의,Korea,87158,24368,121840,9.97,2.9,25-44,Male,3700.0,24,유지,2026-04-02,확인필요,26,2.9,마이크로,브랜디드,2025-05-23
CR_YT_250,라이프브이로거250,@yt_라이프브이로거250,YouTube,테크,리뷰,Korea,9031,2884,20188,2.4,4.7,25-44,Male,7600.0,1,상승,2025-12-28,없음,18,4.0,나노,브랜디드,2025-05-23
CR_YT_251,게임마스터251,@yt_게임마스터251,YouTube,게임,공략,Korea,845652,454880,1819520,4.81,3.9,13-24,Male,7300.0,20,상승,2026-04-02,없음,11,5.0,마이크로,제품리뷰,2025-05-23
CR_YT_252,레시피북252,@yt_레시피북252,YouTube,푸드,맛집투어,Korea,26199,12063,132693,8.57,2.6,18-34,Mixed,6600.0,1,상승,2026-02-16,없음,38,3.2,마이크로,먹방협찬,2025-05-23
CR_YT_253,댄스스타253,@yt_댄스스타253,YouTube,교육,요약,Korea,23751,10300,51500,3.75,4.4,25-44,Mixed,5200.0,20,상승,2026-05-19,없음,38,4.2,마이크로,브랜디드,2025-05-23
CR_YT_254,교육튜터254,@yt_교육튜터254,YouTube,엔터테인먼트,개그,Korea,674765,284930,1994510,8.41,3.4,13-24,Mixed,3300.0,1,하락,2025-11-23,없음,41,2.0,마이크로,PPL,2025-05-23
CR_YT_255,뷰티랩255,@yt_뷰티랩255,YouTube,푸드,먹방,Korea,4034898,508267,4066136,7.91,3.4,18-34,Mixed,8800.0,9,유지,2025-11-13,없음,16,4.7,매크로,레시피협찬,2025-05-23
CR_YT_256,라이프브이로거256,@yt_라이프브이로거256,YouTube,피트니스,홈트,Korea,25191,3054,12216,0.61,2.4,18-34,Mixed,6400.0,11,상승,2026-02-21,없음,22,5.0,마이크로,제품리뷰,2025-05-23
CR_YT_257,게임마스터257,@yt_게임마스터257,YouTube,피트니스,운동루틴,Korea,519692,401063,3208504,10.11,4.1,18-34,Mixed,5100.0,14,하락,2026-05-24,없음,12,3.8,마이크로,PPL,2025-05-23
CR_YT_258,게임마스터258,@yt_게임마스터258,YouTube,뷰티,언박싱,Korea,719446,296416,3260576,2.58,3.1,18-34,Female,4200.0,1,하락,2026-05-06,없음,35,2.5,마이크로,GRWM협찬,2025-05-23
CR_YT_259,IT리뷰어259,@yt_it리뷰어259,YouTube,엔터테인먼트,숏폼댄스,Korea,2097283,1135112,4540448,8.6,4.0,13-24,Mixed,7300.0,19,하락,2026-03-25,없음,26,3.5,매크로,챌린지,2025-05-23
CR_YT_260,쿡방장인260,@yt_쿡방장인260,YouTube,라이프스타일,미니멀,Korea,809147,429700,2578200,10.15,3.7,25-44,Female,8900.0,2,상승,2026-04-14,없음,37,3.7,마이크로,브랜디드,2025-05-23
CR_YT_261,테크리뷰261,@yt_테크리뷰261,YouTube,테크,팁강의,Korea,6253,1442,11536,1.08,2.7,25-44,Male,6300.0,13,상승,2025-11-21,없음,33,4.7,나노,언박싱리뷰,2025-05-23
CR_YT_262,IT리뷰어262,@yt_it리뷰어262,YouTube,여행,여행팁,Korea,621533,378469,1513876,1.68,3.2,25-44,Mixed,5700.0,1,상승,2026-05-22,없음,44,3.2,마이크로,브랜디드,2025-05-23
CR_YT_263,여행러263,@yt_여행러263,YouTube,게임,업적,Korea,69796,53238,479142,9.99,4.4,13-24,Male,7800.0,11,유지,2026-05-16,없음,43,3.9,마이크로,브랜디드,2025-05-23
CR_YT_264,IT리뷰어264,@yt_it리뷰어264,YouTube,피트니스,홈트,Korea,896204,487698,1950792,4.43,4.5,18-34,Mixed,8700.0,10,유지,2026-03-14,없음,11,4.7,마이크로,챌린지,2025-05-23
CR_YT_265,댄스스타265,@yt_댄스스타265,YouTube,여행,숙박리뷰,Korea,7704,1003,7021,2.66,4.8,25-44,Mixed,4400.0,15,상승,2026-05-03,없음,11,5.0,나노,협찬리뷰,2025-05-23
CR_YT_266,홈쿡266,@yt_홈쿡266,YouTube,교육,요약,Korea,8381,3294,39528,2.05,3.5,25-44,Mixed,5500.0,2,유지,2026-02-19,없음,35,3.9,나노,PPL,2025-05-23
CR_YT_267,게임마스터267,@yt_게임마스터267,YouTube,교육,스터디,Korea,26827,3424,30816,6.3,3.2,25-44,Mixed,8800.0,23,상승,2026-01-10,없음,26,4.7,마이크로,브랜디드,2025-05-23
CR_YT_269,댄스스타269,@yt_댄스스타269,YouTube,피트니스,다이어트,Korea,3913,1674,15066,8.67,4.3,18-34,Mixed,5700.0,19,유지,2026-04-20,없음,39,3.9,나노,제품리뷰,2025-05-23
CR_YT_270,뷰티랩270,@yt_뷰티랩270,YouTube,뷰티,리뷰,Korea,499371,79397,317588,2.8,4.3,18-34,Female,2700.0,10,하락,2026-01-04,없음,8,3.8,마이크로,GRWM협찬,2025-05-23
CR_YT_271,먹방킹271,@yt_먹방킹271,YouTube,게임,업적,Korea,69322,8794,105528,10.45,4.2,13-24,Male,5700.0,8,유지,2026-05-20,없음,8,4.7,마이크로,PPL,2025-05-23
CR_YT_272,라이프브이로거272,@yt_라이프브이로거272,YouTube,엔터테인먼트,챌린지,Korea,1881,112,896,2.84,4.6,13-24,Mixed,8000.0,15,상승,2026-04-12,없음,42,4.2,나노,브랜디드,2025-05-23
CR_YT_273,교육튜터273,@yt_교육튜터273,YouTube,라이프스타일,인테리어,Korea,99477,10529,63174,8.95,2.4,25-44,Female,1800.0,9,유지,2026-01-07,없음,15,4.7,마이크로,일상PPL,2025-05-23
CR_YT_274,IT리뷰어274,@yt_it리뷰어274,YouTube,피트니스,다이어트,Korea,30290,2421,21789,7.36,4.3,18-34,Mixed,6200.0,22,상승,2026-03-06,없음,40,4.2,마이크로,챌린지,2025-05-23
CR_YT_275,뷰티랩275,@yt_뷰티랩275,YouTube,피트니스,다이어트,Korea,292800,128965,1547580,2.33,3.6,18-34,Mixed,4500.0,12,상승,2025-12-25,없음,26,4.7,마이크로,제품리뷰,2025-05-23
CR_YT_276,맛집탐방가276,@yt_맛집탐방가276,YouTube,라이프스타일,인테리어,Korea,83575,55808,223232,1.82,3.0,25-44,Female,3300.0,21,유지,2026-04-09,없음,7,4.7,마이크로,브랜디드,2025-05-23
CR_YT_277,GRWM크리에이터277,@yt_grwm크리에이터277,YouTube,푸드,맛집투어,Korea,859143,225200,2702400,9.95,3.1,18-34,Mixed,7500.0,15,유지,2025-11-12,없음,17,4.7,마이크로,먹방협찬,2025-05-23
CR_YT_278,홈쿡278,@yt_홈쿡278,YouTube,푸드,쿡방,Korea,910883,413068,1652272,7.71,2.6,18-34,Mixed,6200.0,7,하락,2026-02-17,없음,18,3.8,마이크로,먹방협찬,2025-05-23
CR_YT_279,댄스스타279,@yt_댄스스타279,YouTube,푸드,쿡방,Korea,4006763,1197166,5985830,1.34,2.5,18-34,Mixed,3400.0,3,유지,2025-12-29,없음,31,3.9,매크로,레시피협찬,2025-05-23
CR_YT_280,레시피북280,@yt_레시피북280,YouTube,엔터테인먼트,숏폼댄스,Korea,508422,282161,3385932,0.57,4.2,13-24,Mixed,2000.0,24,유지,2025-11-12,없음,27,4.4,마이크로,챌린지,2025-05-23
CR_YT_281,맛집탐방가281,@yt_맛집탐방가281,YouTube,패션,코디추천,Korea,4209792,3136371,31363710,5.04,4.0,18-34,Female,5100.0,18,상승,2025-12-05,없음,39,4.2,매크로,하울,2025-05-23
CR_YT_282,교육튜터282,@yt_교육튜터282,YouTube,테크,리뷰,Korea,94926,31311,125244,6.87,3.7,25-44,Male,2400.0,1,유지,2026-04-02,없음,39,2.9,마이크로,제품리뷰,2025-05-23
CR_YT_283,언박서283,@yt_언박서283,YouTube,라이프스타일,미니멀,Korea,777308,535249,3211494,2.35,2.7,25-44,Female,7800.0,7,상승,2025-12-17,없음,8,5.0,마이크로,제품리뷰,2025-05-23
CR_YT_284,테크리뷰284,@yt_테크리뷰284,YouTube,게임,스트리밍,Korea,170634,40613,284291,8.84,3.5,13-24,Male,4000.0,5,하락,2026-04-17,없음,11,3.8,마이크로,브랜디드,2025-05-23
CR_YT_285,여행러285,@yt_여행러285,YouTube,푸드,레시피,Korea,572536,169619,1356952,8.47,2.5,18-34,Mixed,5800.0,11,유지,2025-12-14,없음,25,4.7,마이크로,제품리뷰,2025-05-23
CR_YT_286,피트니스코치286,@yt_피트니스코치286,YouTube,엔터테인먼트,숏폼댄스,Korea,3200,1790,16110,10.6,3.4,13-24,Mixed,4200.0,10,유지,2026-03-22,없음,16,4.7,나노,챌린지,2025-05-23
CR_YT_287,테크몽287,@yt_테크몽287,YouTube,테크,팁강의,Korea,869177,621245,3106225,8.87,4.7,25-44,Male,7900.0,21,상승,2026-05-28,없음,42,4.2,마이크로,브랜디드,2025-05-23
CR_YT_288,먹방킹288,@yt_먹방킹288,YouTube,라이프스타일,미니멀,Korea,81233,58527,702324,5.93,4.3,25-44,Female,4200.0,8,유지,2026-05-07,없음,13,4.7,마이크로,제품리뷰,2025-05-23
CR_YT_289,테크리뷰289,@yt_테크리뷰289,YouTube,게임,리뷰,Korea,75820,4393,30751,10.25,4.4,13-24,Male,6100.0,6,유지,2025-12-06,없음,15,4.7,마이크로,브랜디드,2025-05-23
CR_YT_290,댄스스타290,@yt_댄스스타290,YouTube,교육,스터디,Korea,73373,55351,221404,3.02,3.5,25-44,Mixed,2000.0,12,상승,2025-11-11,없음,38,4.2,마이크로,브랜디드,2025-05-23
CR_YT_291,IT리뷰어291,@yt_it리뷰어291,YouTube,여행,명소소개,Korea,1653,1298,11682,1.69,4.9,25-44,Mixed,6300.0,9,하락,2026-01-07,없음,39,3.0,나노,PPL,2025-05-23
CR_YT_292,언박서292,@yt_언박서292,YouTube,엔터테인먼트,숏폼댄스,Korea,20202,8838,88380,11.69,2.7,13-24,Mixed,4500.0,12,유지,2026-05-22,없음,43,3.9,마이크로,브랜디드,2025-05-23
CR_YT_293,IT리뷰어293,@yt_it리뷰어293,YouTube,테크,비교영상,Korea,180832,78825,630600,2.93,2.6,25-44,Male,4200.0,23,상승,2026-04-19,없음,31,4.7,마이크로,브랜디드,2025-05-23
CR_YT_294,쿡방장인294,@yt_쿡방장인294,YouTube,푸드,먹방,Korea,72786,15141,90846,7.94,3.2,18-34,Mixed,3300.0,5,유지,2026-04-01,없음,13,4.7,마이크로,먹방협찬,2025-05-23
CR_YT_295,먹방킹295,@yt_먹방킹295,YouTube,테크,언박싱,Korea,288783,126336,1263360,7.39,3.7,25-44,Male,1600.0,24,하락,2026-04-19,없음,10,3.8,마이크로,제품리뷰,2025-05-23
CR_YT_296,쿡방장인296,@yt_쿡방장인296,YouTube,교육,요약,Korea,3794,813,8130,7.41,4.4,25-44,Mixed,7700.0,6,유지,2026-04-18,확인필요,21,3.2,나노,PPL,2025-05-23
CR_YT_297,IT리뷰어297,@yt_it리뷰어297,YouTube,피트니스,홈트,Korea,19023,4229,42290,2.02,2.0,18-34,Mixed,5400.0,17,하락,2026-02-16,없음,43,3.0,마이크로,챌린지,2025-05-23
CR_YT_298,맛집탐방가298,@yt_맛집탐방가298,YouTube,여행,숙박리뷰,Korea,79655,34052,170260,1.57,4.0,25-44,Mixed,8300.0,18,상승,2026-05-18,없음,38,4.2,마이크로,PPL,2025-05-23
CR_YT_299,뷰티랩299,@yt_뷰티랩299,YouTube,뷰티,리뷰,Korea,73192,47001,470010,4.53,4.4,18-34,Female,8300.0,23,유지,2025-11-26,없음,13,4.7,마이크로,튜토리얼리뷰,2025-05-23
CR_YT_300,테크리뷰300,@yt_테크리뷰300,YouTube,라이프스타일,홈투어,Korea,670143,238895,1672265,0.56,4.2,25-44,Female,1600.0,17,상승,2026-03-14,없음,29,4.7,마이크로,제품리뷰,2025-05-23
CR_TK_001,게임틱톡001,@tk_게임틱톡001,TikTok,피트니스,영양,Korea,30287,11192,89536,3.5,3.6,18-34,Mixed,5700.0,20,상승,2026-04-24,없음,18,5.0,마이크로,PPL,2025-05-23
CR_TK_002,여행틱톡002,@tk_여행틱톡002,TikTok,게임,업적,Korea,686252,319919,2559352,11.87,3.7,13-24,Male,7300.0,13,하락,2025-12-06,없음,19,3.8,매크로,브랜디드,2025-05-23
CR_TK_003,틱톡뷰티003,@tk_틱톡뷰티003,TikTok,테크,팁강의,Korea,520018,332583,3990996,7.56,4.1,25-44,Male,1900.0,13,하락,2025-11-02,없음,14,3.8,매크로,브랜디드,2025-05-23
CR_TK_004,틱톡뷰티004,@tk_틱톡뷰티004,TikTok,엔터테인먼트,챌린지,Korea,332542,109115,436460,8.83,4.8,13-24,Mixed,4500.0,21,유지,2026-01-13,없음,8,4.7,매크로,브랜디드,2025-05-23
CR_TK_005,여행틱톡005,@tk_여행틱톡005,TikTok,여행,명소소개,Korea,9693169,2563890,10255560,9.52,3.5,25-44,Mixed,6700.0,20,상승,2026-04-22,없음,28,4.7,메가,브랜디드,2025-05-23
CR_TK_006,쿡방틱톡006,@tk_쿡방틱톡006,TikTok,뷰티,리뷰,Korea,389340,247135,2224215,8.2,3.2,18-34,Female,3000.0,1,하락,2026-04-30,없음,10,2.8,매크로,브랜디드,2025-05-23
CR_TK_007,라이프스타일러007,@tk_라이프스타일러007,TikTok,게임,업적,Korea,55544,42905,343240,0.0,4.9,13-24,Male,4900.0,13,유지,2025-11-02,없음,16,4.7,마이크로,브랜디드,2025-05-23
CR_TK_008,교육틱톡008,@tk_교육틱톡008,TikTok,푸드,쿡방,Korea,408545,124595,622975,9.73,4.9,18-34,Mixed,8100.0,19,상승,2026-04-27,없음,29,4.7,매크로,제품리뷰,2025-05-23
CR_TK_009,푸드틱토커009,@tk_푸드틱토커009,TikTok,피트니스,영양,Korea,70387,50847,203388,6.04,2.8,18-34,Mixed,4400.0,8,하락,2026-04-29,없음,25,3.8,마이크로,제품리뷰,2025-05-23
CR_TK_010,교육틱톡010,@tk_교육틱톡010,TikTok,게임,리뷰,Korea,5418274,1279759,6398795,5.09,4.2,13-24,Male,4100.0,18,상승,2026-03-02,없음,27,4.7,메가,브랜디드,2025-05-23
CR_TK_011,쿡방틱톡011,@tk_쿡방틱톡011,TikTok,패션,하울,Korea,4115,1745,12215,3.2,2.7,18-34,Female,3500.0,8,상승,2026-01-03,없음,27,4.7,나노,PPL,2025-05-23
CR_TK_012,라이프스타일러012,@tk_라이프스타일러012,TikTok,푸드,맛집투어,Korea,795650,333774,1335096,9.29,3.6,18-34,Mixed,1800.0,16,상승,2026-04-08,없음,36,4.2,매크로,레시피협찬,2025-05-23
CR_TK_013,푸드틱토커013,@tk_푸드틱토커013,TikTok,테크,언박싱,Korea,5591,1947,11682,1.12,4.4,25-44,Male,5100.0,18,상승,2026-03-09,없음,30,4.7,나노,제품리뷰,2025-05-23
CR_TK_014,댄스크리에이터014,@tk_댄스크리에이터014,TikTok,푸드,맛집투어,Korea,51373,29123,116492,8.25,3.1,18-34,Mixed,2300.0,12,유지,2026-01-06,없음,40,3.9,마이크로,제품리뷰,2025-05-23
CR_TK_015,여행틱톡015,@tk_여행틱톡015,TikTok,패션,하울,Korea,6621,2148,23628,5.38,3.3,18-34,Female,7100.0,12,유지,2026-01-11,없음,16,4.7,나노,하울,2025-05-23
CR_TK_016,테크틱톡016,@tk_테크틱톡016,TikTok,라이프스타일,미니멀,Korea,383062,250164,3001968,5.47,3.1,25-44,Female,2600.0,24,상승,2026-03-02,없음,16,5.0,매크로,브랜디드,2025-05-23
CR_TK_017,라이프스타일러017,@tk_라이프스타일러017,TikTok,테크,리뷰,Korea,9470,4266,38394,9.53,2.9,25-44,Male,5700.0,19,상승,2026-02-10,없음,15,5.0,나노,언박싱리뷰,2025-05-23
CR_TK_018,여행틱톡018,@tk_여행틱톡018,TikTok,패션,코디추천,Korea,2577,998,8982,3.49,3.1,18-34,Female,5700.0,9,상승,2025-11-06,없음,12,5.0,나노,하울,2025-05-23
CR_TK_019,라이프틱톡019,@tk_라이프틱톡019,TikTok,교육,자격증,Korea,95179,51096,306576,11.76,2.9,25-44,Mixed,3900.0,17,유지,2026-05-18,없음,10,4.7,마이크로,PPL,2025-05-23
CR_TK_020,여행틱톡020,@tk_여행틱톡020,TikTok,패션,코디추천,Korea,28985,20324,182916,5.35,3.8,18-34,Female,4500.0,3,상승,2025-12-12,없음,19,4.5,마이크로,OOTD협찬,2025-05-23
CR_TK_021,댄스크리에이터021,@tk_댄스크리에이터021,TikTok,패션,OOTD,Korea,94494,32750,360250,9.48,4.8,18-34,Female,7100.0,17,유지,2026-02-14,없음,16,4.7,마이크로,PPL,2025-05-23
CR_TK_022,뷰티챌린저022,@tk_뷰티챌린저022,TikTok,라이프스타일,일상브이로그,Korea,20494,4261,42610,1.68,2.2,25-44,Female,8100.0,18,상승,2025-11-07,없음,38,4.2,마이크로,일상PPL,2025-05-23
CR_TK_023,엔터틱톡023,@tk_엔터틱톡023,TikTok,패션,OOTD,Korea,786641,588951,5889510,4.06,2.7,18-34,Female,3600.0,21,상승,2025-12-04,확인필요,15,3.5,매크로,PPL,2025-05-23
CR_TK_024,테크틱톡024,@tk_테크틱톡024,TikTok,피트니스,영양,Korea,8801,3523,42276,11.25,3.6,18-34,Mixed,2500.0,23,유지,2025-12-16,없음,43,3.9,나노,PPL,2025-05-23
CR_TK_025,게임틱톡025,@tk_게임틱톡025,TikTok,교육,스터디,Korea,93824,42252,380268,6.04,2.7,25-44,Mixed,2200.0,10,상승,2026-02-14,없음,14,5.0,마이크로,제품리뷰,2025-05-23
CR_TK_026,교육틱톡026,@tk_교육틱톡026,TikTok,뷰티,리뷰,Korea,3233,995,10945,6.65,4.1,18-34,Female,5200.0,25,유지,2026-01-16,없음,32,4.4,나노,브랜디드,2025-05-23
CR_TK_027,푸드틱토커027,@tk_푸드틱토커027,TikTok,라이프스타일,일상브이로그,Korea,7268704,1391435,16697220,5.53,2.7,25-44,Female,6900.0,21,유지,2026-02-05,없음,21,4.7,메가,브랜디드,2025-05-23
CR_TK_028,교육틱톡028,@tk_교육틱톡028,TikTok,라이프스타일,미니멀,Korea,5454,1437,17244,9.8,3.2,25-44,Female,7900.0,6,상승,2026-01-14,없음,45,4.2,나노,제품리뷰,2025-05-23
CR_TK_029,피트니스틱톡029,@tk_피트니스틱톡029,TikTok,여행,브이로그,Korea,9060,1729,6916,2.25,4.9,25-44,Mixed,1700.0,4,상승,2026-01-08,없음,33,4.7,나노,협찬리뷰,2025-05-23
CR_TK_030,쿡방틱톡030,@tk_쿡방틱톡030,TikTok,푸드,먹방,Korea,4643811,1423024,11384192,9.54,3.5,18-34,Mixed,4300.0,23,상승,2026-01-24,없음,14,5.0,메가,레시피협찬,2025-05-23
CR_TK_031,틱톡뷰티031,@tk_틱톡뷰티031,TikTok,엔터테인먼트,챌린지,Korea,33803,6562,52496,9.9,4.5,13-24,Mixed,2400.0,25,하락,2026-01-03,없음,33,3.5,마이크로,브랜디드,2025-05-23
CR_TK_032,라이프틱톡032,@tk_라이프틱톡032,TikTok,뷰티,튜토리얼,Korea,22315,9837,68859,5.94,4.0,18-34,Female,3800.0,11,상승,2026-04-11,없음,40,4.2,마이크로,튜토리얼리뷰,2025-05-23
CR_TK_033,뷰티챌린저033,@tk_뷰티챌린저033,TikTok,여행,브이로그,Korea,57241,40963,286741,11.69,2.7,25-44,Mixed,4800.0,1,상승,2026-05-23,없음,42,3.2,마이크로,PPL,2025-05-23
CR_TK_034,숏폼댄서034,@tk_숏폼댄서034,TikTok,라이프스타일,일상브이로그,Korea,8786,4975,29850,4.77,2.3,25-44,Female,2700.0,3,하락,2026-04-08,없음,45,2.5,나노,일상PPL,2025-05-23
CR_TK_035,뷰티챌린저035,@tk_뷰티챌린저035,TikTok,피트니스,홈트,Korea,662407,426324,2557944,6.11,3.0,18-34,Mixed,5700.0,21,상승,2026-05-26,없음,17,5.0,매크로,PPL,2025-05-23
CR_TK_036,패션틱톡036,@tk_패션틱톡036,TikTok,엔터테인먼트,커버댄스,Korea,5107,3697,40667,8.63,3.7,13-24,Mixed,5600.0,16,상승,2026-03-26,없음,39,4.2,나노,챌린지,2025-05-23
CR_TK_037,피트니스틱톡037,@tk_피트니스틱톡037,TikTok,여행,명소소개,Korea,3627,368,2208,5.67,4.5,25-44,Mixed,5600.0,15,상승,2026-05-18,확인필요,29,3.2,나노,협찬리뷰,2025-05-23
CR_TK_038,테크틱톡038,@tk_테크틱톡038,TikTok,교육,스터디,Korea,91290,20913,104565,8.07,3.6,25-44,Mixed,4400.0,17,하락,2026-03-08,없음,14,3.8,마이크로,브랜디드,2025-05-23
CR_TK_039,뷰티챌린저039,@tk_뷰티챌린저039,TikTok,엔터테인먼트,숏폼댄스,Korea,22616,10005,50025,1.0,4.8,13-24,Mixed,2800.0,2,상승,2025-11-28,없음,17,4.5,마이크로,PPL,2025-05-23
CR_TK_040,뷰티챌린저040,@tk_뷰티챌린저040,TikTok,교육,자격증,Korea,9026,4010,32080,1.06,2.7,25-44,Mixed,6900.0,1,상승,2026-04-17,없음,10,4.0,나노,PPL,2025-05-23
CR_TK_041,패션틱톡041,@tk_패션틱톡041,TikTok,뷰티,튜토리얼,Korea,64519,43003,172012,9.97,2.8,18-34,Female,1800.0,3,상승,2025-11-20,없음,38,3.7,마이크로,GRWM협찬,2025-05-23
CR_TK_042,교육틱톡042,@tk_교육틱톡042,TikTok,라이프스타일,인테리어,Korea,35312,15701,109907,7.06,4.8,25-44,Female,5700.0,18,유지,2026-05-11,없음,45,3.9,마이크로,제품리뷰,2025-05-23
CR_TK_043,댄스크리에이터043,@tk_댄스크리에이터043,TikTok,여행,여행팁,Korea,2705,473,2838,6.82,3.5,25-44,Mixed,6400.0,18,유지,2026-02-22,없음,25,4.7,나노,PPL,2025-05-23
CR_TK_044,푸드틱토커044,@tk_푸드틱토커044,TikTok,엔터테인먼트,숏폼댄스,Korea,52395,26528,318336,2.96,4.3,13-24,Mixed,8400.0,9,상승,2026-02-24,없음,30,4.7,마이크로,브랜디드,2025-05-23
CR_TK_045,피트니스틱톡045,@tk_피트니스틱톡045,TikTok,뷰티,GRWM,Korea,77844,11778,94224,0.58,5.0,18-34,Female,3100.0,11,상승,2026-05-17,없음,40,4.2,마이크로,GRWM협찬,2025-05-23
CR_TK_046,여행틱톡046,@tk_여행틱톡046,TikTok,뷰티,언박싱,Korea,28141,6999,48993,3.18,4.4,18-34,Female,2200.0,13,유지,2025-12-26,없음,25,4.7,마이크로,GRWM협찬,2025-05-23
CR_TK_047,테크틱톡047,@tk_테크틱톡047,TikTok,여행,숙박리뷰,Korea,2562,1271,10168,0.93,4.4,25-44,Mixed,4400.0,25,상승,2026-05-17,없음,27,4.7,나노,PPL,2025-05-23
CR_TK_048,테크틱톡048,@tk_테크틱톡048,TikTok,푸드,레시피,Korea,1187,623,6230,1.12,3.6,18-34,Mixed,3900.0,19,상승,2026-01-23,확인필요,19,3.5,나노,제품리뷰,2025-05-23
CR_TK_049,여행틱톡049,@tk_여행틱톡049,TikTok,엔터테인먼트,개그,Korea,9269,1089,10890,3.83,3.2,13-24,Mixed,2500.0,3,유지,2026-03-27,없음,40,3.4,나노,챌린지,2025-05-23
CR_TK_050,게임틱톡050,@tk_게임틱톡050,TikTok,푸드,레시피,Korea,27088,16835,185185,6.93,3.5,18-34,Mixed,6400.0,7,유지,2026-04-07,확인필요,20,3.2,마이크로,제품리뷰,2025-05-23
CR_TK_051,푸드틱토커051,@tk_푸드틱토커051,TikTok,패션,코디추천,Korea,99749,74123,370615,1.79,3.2,18-34,Female,4200.0,7,상승,2026-01-28,없음,6,5.0,마이크로,PPL,2025-05-23
CR_TK_052,엔터틱톡052,@tk_엔터틱톡052,TikTok,피트니스,홈트,Korea,8245,4265,46915,1.02,4.5,18-34,Mixed,3000.0,12,상승,2026-05-13,없음,12,5.0,나노,챌린지,2025-05-23
CR_TK_053,라이프스타일러053,@tk_라이프스타일러053,TikTok,교육,요약,Korea,972881,647063,2588252,4.45,4.4,25-44,Mixed,3800.0,16,상승,2026-01-24,없음,39,4.2,매크로,제품리뷰,2025-05-23
CR_TK_054,교육틱톡054,@tk_교육틱톡054,TikTok,게임,공략,Korea,9991,4118,24708,8.49,4.0,13-24,Male,4300.0,22,유지,2025-11-12,없음,15,4.7,나노,PPL,2025-05-23
CR_TK_055,푸드틱토커055,@tk_푸드틱토커055,TikTok,라이프스타일,미니멀,Korea,5444,488,1952,1.27,4.0,25-44,Female,6500.0,22,상승,2025-11-28,없음,23,5.0,나노,일상PPL,2025-05-23
CR_TK_056,교육틱톡056,@tk_교육틱톡056,TikTok,엔터테인먼트,챌린지,Korea,2631,1915,21065,10.47,3.6,13-24,Mixed,2900.0,17,유지,2026-03-24,없음,7,4.7,나노,브랜디드,2025-05-23
CR_TK_057,패션틱톡057,@tk_패션틱톡057,TikTok,패션,코디추천,Korea,30578,1950,17550,4.59,2.9,18-34,Female,9000.0,17,상승,2026-05-27,없음,45,4.2,마이크로,OOTD협찬,2025-05-23
CR_TK_058,교육틱톡058,@tk_교육틱톡058,TikTok,뷰티,GRWM,Korea,4695,768,7680,8.05,2.3,18-34,Female,4400.0,22,유지,2026-04-10,없음,31,4.4,나노,브랜디드,2025-05-23
CR_TK_059,게임틱톡059,@tk_게임틱톡059,TikTok,테크,팁강의,Korea,6395,2474,14844,2.88,2.4,25-44,Male,5600.0,7,상승,2026-01-19,확인필요,13,3.5,나노,언박싱리뷰,2025-05-23
CR_TK_060,라이프스타일러060,@tk_라이프스타일러060,TikTok,교육,자격증,Korea,171108,80079,400395,2.62,4.5,25-44,Mixed,2600.0,1,상승,2026-02-14,없음,24,4.0,매크로,PPL,2025-05-23
CR_TK_061,쿡방틱톡061,@tk_쿡방틱톡061,TikTok,패션,하울,Korea,2749,408,1632,9.27,3.8,18-34,Female,3500.0,19,유지,2025-12-30,없음,19,4.7,나노,하울,2025-05-23
CR_TK_063,숏폼댄서063,@tk_숏폼댄서063,TikTok,라이프스타일,미니멀,Korea,11967,8904,89040,3.06,4.0,25-44,Female,3000.0,7,상승,2025-12-16,없음,44,4.2,마이크로,제품리뷰,2025-05-23
CR_TK_064,테크틱톡064,@tk_테크틱톡064,TikTok,피트니스,홈트,Korea,42346,15696,62784,7.49,4.5,18-34,Mixed,6900.0,13,유지,2026-05-10,없음,43,3.9,마이크로,PPL,2025-05-23
CR_TK_065,여행틱톡065,@tk_여행틱톡065,TikTok,푸드,맛집투어,Korea,15559,11020,77140,6.47,3.2,18-34,Mixed,7000.0,18,유지,2026-03-13,없음,17,4.7,마이크로,레시피협찬,2025-05-23
CR_TK_066,라이프스타일러066,@tk_라이프스타일러066,TikTok,엔터테인먼트,숏폼댄스,Korea,47475,18800,188000,3.89,4.8,13-24,Mixed,6700.0,5,유지,2026-04-15,없음,10,4.7,마이크로,PPL,2025-05-23
CR_TK_067,라이프스타일러067,@tk_라이프스타일러067,TikTok,교육,스터디,Korea,3216,1108,9972,5.69,2.5,25-44,Mixed,5900.0,23,상승,2026-02-25,없음,21,5.0,나노,PPL,2025-05-23
